Animal_ID,Time_AAC_days,Animal_type,Purebreed,Blacklisted_breed,Color,Intake_date,Intake_weekday,Intake_month,Intake_time_of_day,Found_in_Austin,Intake_type,Intake_condition,Sex,Reproductive Condition,Intake_age_years,Date_birth,Outcome _type_DROP,Adopted_DROP,2_Week_Cutoff,1_Month_Cutoff,3_Month_Cutoff
A616584,1,Dog,No,Yes,Multi,10/10/2013,Thursday,October,Morning,Yes,Owner Surrender,Normal,Male,Fixed,1.96,10/26/2011,Adoption,Yes,1,1,1
A664382,5,Dog,No,No,Brown,10/2/2013,Wednesday,October,Afternoon,No,Stray,Normal,Female,Intact,0.5,4/2/2013,Adoption,Yes,1,1,1
A717478,2,Dog,No,Yes,Multi,12/8/2015,Tuesday,December,Afternoon,Yes,Owner Surrender,Normal,Female,Intact,0.14,10/17/2015,Transfer,No,1,1,1
A685537,4,Dog,No,No,Blue,8/8/2014,Friday,August,Afternoon,Yes,Stray,Normal,Female,Intact,2,8/8/2012,Transfer,No,1,1,1
A752979,5,Dog,No,No,Beige,6/29/2017,Thursday,June,Afternoon,Yes,Stray,Normal,Female,Fixed,0.58,11/29/2016,Adoption,Yes,1,1,1
A682129,12,Dog,No,No,Brown,6/24/2014,Tuesday,June,Afternoon,Yes,Stray,Normal,Female,Intact,3,6/24/2011,Adoption,Yes,1,1,1
A742665,5,Dog,No,No,Multi,1/25/2017,Wednesday,January,Afternoon,Yes,Stray,Normal,Male,Fixed,8.01,1/25/2009,Transfer,No,1,1,1
A719288,15,Dog,No,No,Multi,1/16/2016,Saturday,January,Afternoon,No,Stray,Normal,Male,Intact,0.21,11/2/2015,Transfer,No,0,1,1
A680115,13,Dog,No,No,Multi,5/30/2014,Friday,May,Morning,Yes,Stray,Normal,Male,Intact,1,5/30/2013,Adoption,Yes,1,1,1
A439728,21,Dog,Yes,Yes,Multi,12/18/2016,Sunday,December,Afternoon,Yes,Stray,Normal,Female,Fixed,13.42,7/22/2003,Transfer,No,0,1,1
A761962,72,Dog,No,Yes,Multi,11/12/2017,Sunday,November,Afternoon,Yes,Stray,Normal,Male,Intact,1,11/12/2016,Transfer,No,0,0,1
A716370,64,Dog,No,No,Multi,11/18/2015,Wednesday,November,Afternoon,No,Stray,Normal,Male,Intact,0.08,10/18/2015,Adoption,Yes,0,0,1
A674398,4,Dog,No,No,Multi,3/12/2014,Wednesday,March,Afternoon,No,Stray,Normal,Male,Intact,0.16,1/12/2014,Adoption,Yes,1,1,1
A751153,16,Dog,No,No,Multi,6/4/2017,Sunday,June,Afternoon,Yes,Stray,Normal,Female,Intact,2,6/4/2015,Transfer,No,0,1,1
A749480,9,Dog,No,Yes,Black,5/15/2017,Monday,May,Afternoon,No,Stray,Normal,Female,Intact,1,5/15/2016,Adoption,Yes,1,1,1
A676753,5,Dog,No,No,Multi,4/14/2014,Monday,April,Afternoon,Yes,Stray,Normal,Male,Intact,1,4/14/2013,Adoption,Yes,1,1,1
A664511,10,Dog,No,No,Multi,10/4/2013,Friday,October,Afternoon,No,Stray,Normal,Male,Intact,1,10/4/2012,Adoption,Yes,1,1,1
A744593,6,Dog,No,No,Black,3/3/2017,Friday,March,Afternoon,No,Stray,Normal,Female,Intact,2,3/3/2015,Transfer,No,1,1,1
A670095,19,Dog,No,Yes,White,1/1/2014,Wednesday,January,Afternoon,Yes,Stray,Normal,Male,Intact,4.99,1/6/2009,Transfer,No,0,1,1
A745351,18,Dog,No,No,Red,3/16/2017,Thursday,March,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,12.01,3/16/2005,Adoption,Yes,0,1,1
A765685,0,Dog,No,No,White,1/24/2018,Wednesday,January,Afternoon,Yes,Stray,Normal,Female,Fixed,10.01,1/24/2008,Adoption,Yes,1,1,1
A666779,22,Dog,No,No,Beige,11/7/2013,Thursday,November,Morning,Yes,Stray,Normal,Male,Intact,1,11/7/2012,Transfer,No,0,1,1
A697456,4,Dog,No,No,Beige,2/24/2015,Tuesday,February,Morning,Yes,Stray,Normal,Male,Intact,0.25,11/24/2014,Adoption,Yes,1,1,1
A743802,4,Dog,No,Yes,Multi,2/17/2017,Friday,February,Morning,Yes,Owner Surrender,Normal,Male,Fixed,4,2/17/2013,Transfer,No,1,1,1
A666117,7,Dog,No,No,Multi,10/27/2013,Sunday,October,Morning,Yes,Stray,Normal,Male,Intact,1,10/27/2012,Adoption,Yes,1,1,1
A692082,4,Dog,No,No,Multi,11/14/2014,Friday,November,Morning,Yes,Stray,Normal,Male,Intact,0.17,9/14/2014,Adoption,Yes,1,1,1
A746032,8,Dog,No,No,Multi,7/30/2017,Sunday,July,Afternoon,Yes,Stray,Normal,Male,Fixed,0.75,10/28/2016,Transfer,No,1,1,1
A755022,6,Dog,No,No,Beige,7/28/2017,Friday,July,Morning,Yes,Stray,Normal,Male,Intact,3,7/28/2014,Adoption,Yes,1,1,1
A676526,,Dog,No,No,Multi,7/14/2014,Monday,July,Morning,Yes,Stray,Normal,Male,Fixed,0.42,2/11/2014,Adoption,Yes,1,1,1
A725764,5,Dog,No,No,Beige,5/2/2016,Monday,May,Afternoon,Yes,Stray,Normal,Male,Intact,0.67,9/2/2015,Adoption,Yes,1,1,1
A676330,162,Dog,No,No,Beige,4/8/2014,Tuesday,April,Morning,Yes,Euthanasia Request,Sick,Female,Intact,0.1,3/2/2014,Adoption,Yes,0,0,0
A736883,5,Dog,No,No,Multi,10/18/2016,Tuesday,October,Afternoon,Yes,Stray,Normal,Male,Intact,1,10/18/2015,Transfer,No,1,1,1
A721777,18,Dog,No,No,Red,3/4/2016,Friday,March,Morning,Yes,Owner Surrender,Normal,Female,Fixed,4,3/4/2012,Euthanasia,No,0,1,1
A667229,22,Dog,No,No,White,11/14/2013,Thursday,November,Afternoon,Yes,Stray,Nursing,Male,Intact,0.12,9/30/2013,Adoption,Yes,0,1,1
A765593,1,Dog,No,No,Multi,1/23/2018,Tuesday,January,Morning,Yes,Owner Surrender,Normal,Female,Intact,0.11,12/15/2017,Transfer,No,1,1,1
A677786,15,Dog,No,No,Multi,4/29/2014,Tuesday,April,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,3.5,10/29/2010,Euthanasia,No,0,1,1
A759341,6,Dog,No,Yes,Multi,9/30/2017,Saturday,September,Afternoon,Yes,Stray,Normal,Female,Intact,1,9/30/2016,Adoption,Yes,1,1,1
A731501,10,Dog,No,Yes,Multi,7/23/2016,Saturday,July,Morning,Yes,Stray,Normal,Female,Intact,1,7/23/2015,Adoption,Yes,1,1,1
A684741,3,Dog,No,No,Multi,7/27/2014,Sunday,July,Afternoon,Yes,Stray,Normal,Male,Intact,0.33,3/27/2014,Transfer,No,1,1,1
A674902,4,Dog,No,No,Multi,3/20/2014,Thursday,March,Morning,Yes,Stray,Injured,Female,Intact,0.41,10/20/2013,Euthanasia,No,1,1,1
A761965,118,Dog,No,Yes,Multi,11/12/2017,Sunday,November,Afternoon,Yes,Owner Surrender,Normal,Female,Intact,2,11/12/2015,Adoption,Yes,0,0,0
A753507,0,Dog,No,Yes,Multi,7/7/2017,Friday,July,Afternoon,Yes,Owner Surrender,Sick,Male,Intact,0.33,3/7/2017,Transfer,No,1,1,1
A681602,26,Dog,No,No,Multi,12/4/2014,Thursday,December,Afternoon,Yes,Public Assist,Normal,Female,Fixed,2.96,12/18/2011,Transfer,No,0,1,1
A738737,15,Dog,No,No,White,11/20/2016,Sunday,November,Morning,Yes,Stray,Normal,Female,Intact,5.01,11/20/2011,Adoption,Yes,0,1,1
A749115,23,Dog,No,No,Multi,5/11/2017,Thursday,May,Morning,No,Owner Surrender,Injured,Female,Intact,8.01,5/11/2009,Transfer,No,0,1,1
A622321,10,Dog,No,Yes,Multi,1/28/2014,Tuesday,January,Afternoon,Yes,Owner Surrender,Injured,Male,Fixed,2.03,1/19/2012,Transfer,No,1,1,1
A731136,2,Dog,No,No,Multi,7/17/2016,Sunday,July,Morning,Yes,Stray,Pregnant,Male,Intact,0,7/17/2016,Transfer,No,1,1,1
A672886,8,Dog,No,No,Black,2/18/2014,Tuesday,February,Morning,Yes,Stray,Normal,Male,Intact,2,2/18/2012,Adoption,Yes,1,1,1
A700070,19,Dog,No,No,Black,4/7/2015,Tuesday,April,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,1.5,10/7/2013,Adoption,Yes,0,1,1
A723094,0,Dog,No,No,White,3/26/2016,Saturday,March,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,1,3/26/2015,Adoption,Yes,1,1,1
A710054,17,Dog,No,No,Multi,8/16/2015,Sunday,August,Afternoon,Yes,Owner Surrender,Normal,Female,Intact,0.42,3/16/2015,Adoption,Yes,0,1,1
A664747,5,Dog,No,No,Multi,10/8/2013,Tuesday,October,Afternoon,Yes,Stray,Normal,Male,Intact,0.39,5/18/2013,Adoption,Yes,1,1,1
A750271,2,Dog,No,No,Multi,5/24/2017,Wednesday,May,Afternoon,No,Owner Surrender,Normal,Female,Fixed,6,5/25/2011,Transfer,No,1,1,1
A695063,4,Dog,No,No,Beige,1/8/2015,Thursday,January,Afternoon,Yes,Stray,Normal,Male,Intact,0.42,8/8/2014,Transfer,No,1,1,1
A597129,1,Dog,No,No,Multi,3/30/2015,Monday,March,Afternoon,Yes,Stray,Normal,Male,Fixed,4.15,2/5/2011,Missing,No,1,1,1
A712447,9,Dog,No,No,Multi,9/23/2015,Wednesday,September,Morning,No,Owner Surrender,Normal,Female,Intact,4,9/23/2011,Adoption,Yes,1,1,1
A686152,510,Dog,No,Yes,Multi,8/17/2014,Sunday,August,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,8.01,8/17/2006,Adoption,Yes,0,0,0
A687061,19,Dog,No,Yes,Multi,8/30/2014,Saturday,August,Afternoon,Yes,Stray,Normal,Female,Intact,0.25,5/30/2014,Adoption,Yes,0,1,1
A700689,4,Dog,No,No,Multi,4/18/2015,Saturday,April,Morning,Yes,Stray,Normal,Female,Intact,0.29,1/3/2015,Adoption,Yes,1,1,1
A702674,380,Dog,No,No,Multi,5/16/2015,Saturday,May,Afternoon,Yes,Owner Surrender,Normal,Male,Intact,0.17,3/16/2015,Adoption,Yes,0,0,0
A703983,210,Dog,No,No,Multi,5/31/2015,Sunday,May,Morning,Yes,Stray,Normal,Female,Intact,0.92,7/1/2014,Transfer,No,0,0,0
A674024,22,Dog,No,No,Beige,3/6/2014,Thursday,March,Morning,Yes,Stray,Normal,Female,Intact,0.14,1/15/2014,Adoption,Yes,0,1,1
A686649,16,Dog,No,Yes,Multi,8/24/2014,Sunday,August,Afternoon,Yes,Stray,Normal,Male,Intact,2,8/24/2012,Transfer,No,0,1,1
A709875,11,Dog,No,Yes,Multi,8/14/2015,Friday,August,Morning,Yes,Stray,Normal,Female,Intact,1,8/14/2014,Missing,No,1,1,1
A747959,6,Dog,No,Yes,Multi,4/27/2017,Thursday,April,Afternoon,Yes,Public Assist,Normal,Female,Intact,2,4/27/2015,Transfer,No,1,1,1
A753007,0,Dog,Yes,Yes,Multi,7/15/2017,Saturday,July,Morning,Yes,Owner Surrender,Normal,Male,Fixed,0.87,8/30/2016,Adoption,Yes,1,1,1
A710898,14,Dog,No,No,Black,1/18/2016,Monday,January,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,2.39,8/29/2013,Transfer,No,1,1,1
A760425,2,Dog,No,Yes,Multi,2/9/2018,Friday,February,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,3.32,10/18/2014,Adoption,Yes,1,1,1
A728886,49,Dog,No,Yes,Multi,6/9/2016,Thursday,June,Afternoon,Yes,Stray,Normal,Male,Intact,0.74,9/13/2015,Transfer,No,0,0,1
A733492,,Dog,No,Yes,Multi,2/7/2017,Tuesday,February,Morning,Yes,Owner Surrender,Normal,Female,Fixed,1.02,1/30/2016,Adoption,Yes,1,1,1
A615299,7,Dog,No,Yes,Multi,6/21/2014,Saturday,June,Afternoon,No,Owner Surrender,Normal,Male,Fixed,4.05,6/5/2010,Adoption,Yes,1,1,1
A715347,,Dog,Yes,Yes,Multi,11/12/2015,Thursday,November,Morning,Yes,Owner Surrender,Normal,Male,Fixed,0.94,12/4/2014,Adoption,Yes,1,1,1
A762215,4,Dog,Yes,No,Beige,11/16/2017,Thursday,November,Morning,Yes,Stray,Normal,Female,Intact,1,11/16/2016,Transfer,No,1,1,1
A742152,4,Dog,Yes,No,Red,1/16/2017,Monday,January,Morning,Yes,Stray,Injured,Female,Intact,1,1/16/2016,Transfer,No,1,1,1
A721601,,Dog,No,No,Multi,12/11/2017,Monday,December,Morning,Yes,Owner Surrender,Normal,Male,Fixed,3.78,3/1/2014,Adoption,Yes,1,1,1
A680685,1,Dog,Yes,No,White,6/5/2014,Thursday,June,Afternoon,Yes,Stray,Normal,Male,Intact,2,6/5/2012,Adoption,Yes,1,1,1
A671344,0,Dog,No,No,Multi,1/22/2014,Wednesday,January,Afternoon,Yes,Public Assist,Injured,Male,Intact,2,1/22/2012,Euthanasia,No,1,1,1
A651970,1,Dog,No,No,Multi,4/25/2014,Friday,April,Morning,Yes,Owner Surrender,Normal,Male,Fixed,2.02,4/17/2012,Adoption,Yes,1,1,1
A707259,10,Dog,No,No,Brown,7/10/2015,Friday,July,Afternoon,Yes,Stray,Normal,Female,Fixed,3,7/10/2012,Adoption,Yes,1,1,1
A677748,6,Dog,No,No,Multi,4/28/2014,Monday,April,Afternoon,Yes,Stray,Normal,Female,Intact,1,4/28/2013,Adoption,Yes,1,1,1
A699952,44,Dog,Yes,No,White,4/4/2015,Saturday,April,Afternoon,Yes,Owner Surrender,Normal,Male,Intact,3,4/4/2012,Adoption,Yes,0,0,1
A690192,1,Dog,No,No,Black,10/15/2014,Wednesday,October,Afternoon,Yes,Stray,Normal,Male,Intact,0.12,8/31/2014,Transfer,No,1,1,1
A766426,6,Dog,No,No,Beige,2/8/2018,Thursday,February,Afternoon,Yes,Stray,Normal,Male,Intact,3,2/8/2015,Adoption,Yes,1,1,1
A693379,5,Dog,No,No,Beige,12/6/2014,Saturday,December,Afternoon,Yes,Stray,Normal,Male,Intact,0.17,10/6/2014,Adoption,Yes,1,1,1
A559477,12,Dog,Yes,No,Multi,10/31/2015,Saturday,October,Afternoon,Yes,Stray,Normal,Male,Intact,7.52,4/24/2008,Transfer,No,1,1,1
A666267,6,Dog,No,No,Multi,10/29/2013,Tuesday,October,Afternoon,Yes,Public Assist,Sick,Male,Intact,3,10/30/2010,Transfer,No,1,1,1
A685211,13,Dog,No,No,Beige,8/4/2014,Monday,August,Morning,Yes,Stray,Normal,Female,Intact,1,8/4/2013,Adoption,Yes,1,1,1
A677865,,Dog,No,No,Multi,9/1/2014,Monday,September,Afternoon,Yes,Stray,Normal,Male,Fixed,0.56,2/10/2014,Adoption,Yes,1,1,1
A695750,0,Dog,No,Yes,Multi,1/21/2015,Wednesday,January,Afternoon,Yes,Owner Surrender,Sick,Female,Intact,13.01,1/21/2002,Euthanasia,No,1,1,1
A756958,4,Dog,No,No,Beige,8/28/2017,Monday,August,Afternoon,Yes,Stray,Normal,Female,Intact,0.83,10/28/2016,Adoption,Yes,1,1,1
A710424,4,Dog,No,No,White,8/22/2015,Saturday,August,Afternoon,Yes,Stray,Normal,Female,Intact,0.17,6/22/2015,Adoption,Yes,1,1,1
A708375,10,Dog,No,No,Red,7/27/2015,Monday,July,Morning,Yes,Stray,Injured,Female,Intact,1,7/27/2014,Adoption,Yes,1,1,1
A733316,124,Dog,No,Yes,Multi,8/20/2016,Saturday,August,Morning,Yes,Stray,Normal,Male,Intact,1,8/20/2015,Transfer,No,0,0,0
A721080,260,Dog,No,No,Multi,2/20/2016,Saturday,February,Afternoon,Yes,Stray,Normal,Female,Intact,1,2/20/2015,Adoption,Yes,0,0,0
A723632,449,Dog,No,No,Multi,4/4/2016,Monday,April,Morning,Yes,Stray,Normal,Female,Intact,1,4/4/2015,Transfer,No,0,0,0
A701021,6,Dog,No,No,White,4/22/2015,Wednesday,April,Afternoon,Yes,Stray,Normal,Male,Intact,3,4/22/2012,Adoption,Yes,1,1,1
A671746,4,Dog,No,Yes,Multi,1/30/2014,Thursday,January,Afternoon,No,Stray,Normal,Female,Intact,1,1/30/2013,Adoption,Yes,1,1,1
A665220,14,Dog,No,No,Multi,10/15/2013,Tuesday,October,Morning,No,Stray,Normal,Male,Intact,0.12,9/1/2013,Transfer,No,1,1,1
A667597,59,Dog,No,Yes,Multi,11/20/2013,Wednesday,November,Morning,Yes,Stray,Normal,Female,Intact,1.5,5/20/2012,Adoption,Yes,0,0,1
A694708,18,Dog,Yes,No,Multi,1/2/2015,Friday,January,Afternoon,Yes,Stray,Normal,Female,Intact,1.5,7/2/2013,Adoption,Yes,0,1,1
A696734,7,Dog,No,No,Multi,2/11/2015,Wednesday,February,Morning,Yes,Stray,Normal,Male,Intact,1.5,8/11/2013,Transfer,No,1,1,1
A685903,5,Dog,No,No,Multi,8/14/2014,Thursday,August,Morning,Yes,Stray,Normal,Male,Fixed,5,8/14/2009,Adoption,Yes,1,1,1
A669584,5,Dog,No,No,Beige,12/23/2013,Monday,December,Afternoon,Yes,Stray,Normal,Female,Fixed,2,12/23/2011,Adoption,Yes,1,1,1
A757432,7,Dog,No,No,Multi,9/3/2017,Sunday,September,Afternoon,Yes,Public Assist,Normal,Female,Intact,0.25,6/2/2017,Adoption,Yes,1,1,1
A716997,60,Dog,No,No,Multi,11/30/2015,Monday,November,Afternoon,Yes,Stray,Normal,Male,Intact,6,11/30/2009,Adoption,Yes,0,0,1
A682384,1,Dog,No,No,Multi,6/27/2014,Friday,June,Morning,Yes,Owner Surrender,Normal,Female,Intact,0.29,3/12/2014,Transfer,No,1,1,1
A765136,4,Dog,No,No,Beige,1/13/2018,Saturday,January,Afternoon,Yes,Stray,Normal,Male,Intact,1,1/13/2017,Adoption,Yes,1,1,1
A746484,1,Dog,No,Yes,Red,4/3/2017,Monday,April,Afternoon,No,Owner Surrender,Normal,Male,Fixed,2,4/3/2015,Adoption,Yes,1,1,1
A687859,18,Dog,Yes,No,Multi,4/2/2015,Thursday,April,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,4.99,4/7/2010,Transfer,No,0,1,1
A756991,7,Dog,No,No,Multi,8/28/2017,Monday,August,Afternoon,No,Stray,Normal,Male,Intact,2,8/28/2015,Transfer,No,1,1,1
A688420,,Dog,No,No,Multi,2/12/2015,Thursday,February,Morning,Yes,Owner Surrender,Normal,Male,Fixed,0.9,3/19/2014,Adoption,Yes,1,1,1
A763939,5,Dog,No,Yes,Multi,12/18/2017,Monday,December,Afternoon,Yes,Stray,Normal,Female,Intact,0.13,10/31/2017,Adoption,Yes,1,1,1
A605804,12,Dog,No,No,Multi,3/15/2015,Sunday,March,Afternoon,Yes,Public Assist,Normal,Female,Fixed,4.5,9/13/2010,Euthanasia,No,1,1,1
A749832,4,Dog,No,No,Multi,5/20/2017,Saturday,May,Morning,Yes,Stray,Normal,Male,Intact,0.2,3/9/2017,Adoption,Yes,1,1,1
A762417,5,Dog,No,Yes,Multi,11/20/2017,Monday,November,Morning,Yes,Stray,Normal,Female,Intact,0.17,9/20/2017,Adoption,Yes,1,1,1
A681351,0,Dog,No,Yes,Multi,6/15/2014,Sunday,June,Morning,Yes,Owner Surrender,Sick,Female,Intact,0.41,1/15/2014,Transfer,No,1,1,1
A721394,4,Dog,No,No,Multi,2/26/2016,Friday,February,Morning,Yes,Stray,Injured,Male,Intact,2,2/26/2014,Adoption,Yes,1,1,1
A766975,5,Dog,No,No,Brown,2/20/2018,Tuesday,February,Morning,No,Stray,Normal,Male,Intact,1.5,8/20/2016,Adoption,Yes,1,1,1
A762811,16,Dog,No,No,Black,11/27/2017,Monday,November,Afternoon,Yes,Stray,Normal,Male,Intact,9.01,11/27/2008,Transfer,No,0,1,1
A716115,7,Dog,No,No,Multi,11/14/2015,Saturday,November,Afternoon,Yes,Stray,Normal,Male,Intact,2,11/14/2013,Adoption,Yes,1,1,1
A626871,8,Dog,No,No,White,11/27/2017,Monday,November,Morning,No,Owner Surrender,Normal,Female,Fixed,11.56,5/11/2006,Adoption,Yes,1,1,1
A688221,4,Dog,No,No,Multi,9/16/2014,Tuesday,September,Afternoon,No,Owner Surrender,Normal,Female,Intact,0.17,7/16/2014,Adoption,Yes,1,1,1
A747955,0,Dog,No,No,Multi,5/7/2017,Sunday,May,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,0.21,2/20/2017,Adoption,Yes,1,1,1
A686735,13,Dog,No,No,Multi,1/18/2015,Sunday,January,Afternoon,Yes,Stray,Normal,Female,Intact,2.4,8/26/2012,Adoption,Yes,1,1,1
A676982,6,Dog,No,No,Multi,4/17/2014,Thursday,April,Afternoon,Yes,Stray,Normal,Female,Intact,1,4/17/2013,Adoption,Yes,1,1,1
A744676,4,Dog,No,No,Brown,3/5/2017,Sunday,March,Afternoon,No,Stray,Normal,Male,Intact,1,3/5/2016,Adoption,Yes,1,1,1
A739138,,Dog,No,Yes,Multi,10/28/2017,Saturday,October,Afternoon,Yes,Stray,Normal,Female,Fixed,1.92,11/28/2015,Transfer,No,1,1,1
A765077,6,Dog,No,No,Multi,1/12/2018,Friday,January,Afternoon,Yes,Stray,Normal,Male,Intact,1,1/12/2017,Adoption,Yes,1,1,1
A734967,3,Dog,No,No,White,10/18/2016,Tuesday,October,Afternoon,Yes,Owner Surrender,Normal,Female,Intact,2.09,9/16/2014,Adoption,Yes,1,1,1
A711535,17,Dog,No,Yes,Multi,9/8/2015,Tuesday,September,Morning,Yes,Stray,Normal,Female,Intact,1,9/8/2014,Adoption,Yes,0,1,1
A715739,0,Dog,No,No,Brown,11/9/2015,Monday,November,Morning,Yes,Euthanasia Request,Sick,Male,Fixed,17.01,11/9/1998,Euthanasia,No,1,1,1
A617353,7,Dog,No,No,Multi,6/3/2016,Friday,June,Morning,Yes,Owner Surrender,Normal,Male,Fixed,5.41,1/5/2011,Adoption,Yes,1,1,1
A662100,4,Dog,Yes,Yes,Multi,2/15/2015,Sunday,February,Afternoon,Yes,Stray,Normal,Male,Fixed,4.96,3/1/2010,Transfer,No,1,1,1
A714245,27,Dog,No,Yes,Multi,10/20/2015,Tuesday,October,Morning,Yes,Stray,Normal,Female,Intact,0.1,9/13/2015,Transfer,No,0,1,1
A705022,4,Dog,No,No,Multi,6/12/2015,Friday,June,Morning,Yes,Stray,Injured,Female,Intact,3,6/12/2012,Transfer,No,1,1,1
A721426,2,Dog,No,Yes,Multi,2/26/2016,Friday,February,Afternoon,No,Owner Surrender,Normal,Female,Intact,0.08,1/26/2016,Transfer,No,1,1,1
A674955,8,Dog,No,No,Multi,3/20/2014,Thursday,March,Afternoon,Yes,Stray,Normal,Female,Intact,0.92,4/20/2013,Transfer,No,1,1,1
A692242,1,Dog,No,No,Multi,11/17/2014,Monday,November,Morning,Yes,Stray,Normal,Male,Intact,0.83,1/17/2014,Transfer,No,1,1,1
A681456,10,Dog,No,No,Multi,6/16/2014,Monday,June,Afternoon,No,Stray,Normal,Male,Intact,0.33,2/16/2014,Transfer,No,1,1,1
A732018,22,Dog,No,No,Multi,7/31/2016,Sunday,July,Morning,No,Stray,Nursing,Female,Intact,0.1,6/26/2016,Adoption,Yes,0,1,1
A724038,5,Dog,No,No,Multi,4/11/2016,Monday,April,Morning,Yes,Stray,Normal,Female,Intact,0.25,1/11/2016,Adoption,Yes,1,1,1
A721277,4,Dog,No,No,Multi,2/24/2016,Wednesday,February,Morning,No,Stray,Normal,Female,Intact,0.19,12/15/2015,Adoption,Yes,1,1,1
A749379,0,Dog,No,No,Black,5/14/2017,Sunday,May,Morning,Yes,Owner Surrender,Normal,Female,Intact,0.17,3/14/2017,Transfer,No,1,1,1
A706249,7,Dog,No,Yes,Blue,6/26/2015,Friday,June,Afternoon,Yes,Stray,Normal,Female,Intact,0.41,1/26/2015,Adoption,Yes,1,1,1
A720172,12,Dog,Yes,No,Multi,2/3/2016,Wednesday,February,Afternoon,Yes,Stray,Normal,Female,Intact,0.75,5/5/2015,Adoption,Yes,1,1,1
A679301,6,Dog,No,No,Multi,5/19/2014,Monday,May,Morning,Yes,Stray,Normal,Male,Fixed,1,5/19/2013,Transfer,No,1,1,1
A765054,2,Dog,No,No,Multi,1/12/2018,Friday,January,Morning,No,Stray,Normal,Male,Intact,0.13,11/27/2017,Transfer,No,1,1,1
A691600,19,Dog,No,No,Brown,11/18/2014,Tuesday,November,Morning,Yes,Owner Surrender,Normal,Female,Fixed,1.95,12/7/2012,Adoption,Yes,0,1,1
A633633,5,Dog,No,No,Black,2/10/2014,Monday,February,Afternoon,Yes,Owner Surrender,Normal,Male,Intact,2.54,7/30/2011,Euthanasia,No,1,1,1
A705027,10,Dog,No,No,Multi,6/12/2015,Friday,June,Morning,Yes,Stray,Normal,Female,Intact,2,6/12/2013,Adoption,Yes,1,1,1
A746921,3,Dog,Yes,No,Multi,4/11/2017,Tuesday,April,Morning,Yes,Stray,Normal,Female,Fixed,2,4/11/2015,Transfer,No,1,1,1
A749338,2,Dog,No,No,Multi,5/13/2017,Saturday,May,Afternoon,Yes,Stray,Normal,Female,Intact,10.01,5/13/2007,Transfer,No,1,1,1
A742337,5,Dog,No,No,White,1/20/2017,Friday,January,Morning,No,Stray,Normal,Male,Fixed,12.68,5/20/2004,Transfer,No,1,1,1
A732157,14,Dog,No,No,Multi,8/3/2016,Wednesday,August,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,11.01,8/3/2005,Transfer,No,1,1,1
A671525,5,Dog,No,No,Black,1/26/2014,Sunday,January,Morning,No,Owner Surrender,Normal,Female,Intact,0.75,4/26/2013,Adoption,Yes,1,1,1
A664843,120,Dog,No,Yes,Multi,10/9/2013,Wednesday,October,Afternoon,Yes,Stray,Normal,Male,Intact,0.33,6/9/2013,Adoption,Yes,0,0,0
A673805,26,Dog,No,No,Multi,3/4/2014,Tuesday,March,Morning,Yes,Stray,Normal,Female,Intact,0.25,12/4/2013,Transfer,No,0,1,1
A706351,5,Dog,No,No,Multi,6/27/2015,Saturday,June,Afternoon,Yes,Stray,Normal,Male,Fixed,2,6/27/2013,Transfer,No,1,1,1
A703877,20,Dog,No,No,Multi,5/29/2015,Friday,May,Afternoon,Yes,Stray,Normal,Male,Intact,1,5/29/2014,Adoption,Yes,0,1,1
A731849,100,Dog,No,No,Black,7/28/2016,Thursday,July,Morning,Yes,Stray,Normal,Female,Fixed,10.01,7/28/2006,Adoption,Yes,0,0,0
A738509,10,Dog,No,No,Yellow,11/16/2016,Wednesday,November,Afternoon,No,Stray,Normal,Male,Intact,1,11/16/2015,Adoption,Yes,1,1,1
A461171,9,Dog,No,Yes,Multi,6/16/2015,Tuesday,June,Afternoon,No,Stray,Normal,Male,Fixed,10.52,12/12/2004,Transfer,No,1,1,1
A705823,0,Dog,No,Yes,Multi,6/21/2015,Sunday,June,Afternoon,No,Stray,Normal,Male,Intact,0.17,4/21/2015,Transfer,No,1,1,1
A715665,2,Dog,No,No,Multi,11/7/2015,Saturday,November,Afternoon,No,Owner Surrender,Normal,Female,Intact,0.15,9/15/2015,Adoption,Yes,1,1,1
A692081,4,Dog,No,No,Multi,11/14/2014,Friday,November,Morning,Yes,Stray,Normal,Male,Intact,0.17,9/14/2014,Adoption,Yes,1,1,1
A695339,93,Dog,No,No,Multi,1/14/2015,Wednesday,January,Morning,No,Owner Surrender,Normal,Female,Intact,2,1/14/2013,Adoption,Yes,0,0,0
A670512,4,Dog,No,No,Brown,1/9/2014,Thursday,January,Afternoon,Yes,Stray,Normal,Male,Fixed,2.51,7/9/2011,Adoption,Yes,1,1,1
A763631,7,Dog,No,No,Brown,12/12/2017,Tuesday,December,Afternoon,No,Stray,Normal,Male,Intact,1,12/12/2016,Adoption,Yes,1,1,1
